country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Middle East (Shift),1997,,,,,,,,,,,,,,,,,,,18.628,1.520,,9.680,,,,,,,,,,,,,,,,,,,,,,,,14.976,248.961,,1911.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.606,460.027,,13218.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1998,,,,,,,,,,,,,,,,,,,1.653,0.160,,9.840,,,,,,,,,,,,,,,,,,,,,,,,5.958,113.873,,2025.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.147,812.479,,14030.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),1999,,,,,,,,,,,,,,,,,,,-15.447,-1.520,,8.320,,,,,,,,,,,,,,,,,,,,,,,,5.095,103.183,,2128.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.944,-413.020,,13617.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2000,,,,,,,,,,,,,,,,,,,10.385,0.864,,9.184,,,,,,,,,,,,,,,,,,,,,,,,9.241,196.701,,2325.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.507,886.168,,14503.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2001,,,,,,,,,,,,,,,,,,,-2.962,-0.272,,8.912,,,,,,,,,,,,,,,,,,,,,,,,5.318,123.653,,2448.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.524,-511.092,,13992.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2002,,,,,,,,,,,,,,,,,,,-7.361,-0.656,,8.256,,,,,,,,,,,,,,,,,,,,,,,,9.474,232.001,,2680.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.614,-785.588,,13207.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2003,,,,,,,,,,,,,,,,,,,10.756,0.888,,9.144,,,,,,,,,,,,,,,,,,,,,,,,5.491,147.190,,2828.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.518,860.883,,14068.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2004,,,,,,,,,,,,,,,,,,,7.087,0.648,,9.792,,,,,,,,,,,,,,,,,,,,,,,,8.232,232.808,,3060.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.953,1259.532,,15327.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2005,,,,,,,,,,,,,,,,,,,27.124,2.656,,12.449,,,,,,,,,,,,,,,,,,,,,,,,13.351,408.645,,3469.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.601,551.942,,15879.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2006,,,,,,,,,,,,,,,,,,,6.105,0.760,,13.209,,,,,,,,,,,,,,,,,,,,,,,,6.054,210.030,,3679.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.313,-208.577,,15671.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2007,,,,,,,,,,,,,,,,,,,0.848,0.112,,13.321,,,,,,,,,,,,,,,,,,,,,,,,6.304,231.965,,3911.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.084,-326.513,,15344.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2008,,,,,,,,,,,,,,,,,,,-4.505,-0.600,,12.721,,,,,,,,,,,,,,,,,,,,,,,,7.431,290.661,,4202.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.135,941.402,,16285.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2009,,,,,,,,,,,,,,,,,,,-27.547,-3.504,,9.216,,,,,,,,,,,,,,,,,,,,,,,,8.971,376.979,,4579.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.752,-936.810,,15349.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2010,,,,,,,,,,,,,,,,,,,-5.469,-0.504,,8.712,,,,,,,,,,,,,,,,,,,,,,,,13.538,619.898,,5198.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.710,569.450,,15918.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2011,,,,,,,,,,,,,,,,,,,6.887,0.600,,9.312,,,,,,,,,,,,,,,,,,,,,,,,9.496,493.700,,5692.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.483,872.783,,16791.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2012,,,,,,,,,,,,,,,,,,,-10.309,-0.960,,8.352,,,,,,,,,,,,,,,,,,,,,,,,5.523,314.380,,6007.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600,100.727,,16892.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2013,,,,,,,,,,,,,,,,,,,0.670,0.056,,8.408,,,,,,,,,,,,,,,,,,,,,,,,3.236,194.382,,6201.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.863,-314.711,,16577.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2014,,,,,,,,,,,,,,,,,,,3.628,0.305,,8.713,,,,,,,,,,,,,,,,,,,,,,,,2.181,135.227,,6336.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.821,301.838,,16879.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2015,,,,,,,,,,,,,,,,,,,13.572,1.183,,9.896,,,,,,,,,,,,,,,,,,,,,,,,2.865,181.565,,6518.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.141,867.686,,17746.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East (Shift),2016,,,,,,,,,,,,,,,,,,,4.595,0.455,,10.351,,,,,,,,,,,,,,,,,,,,,,,,3.593,234.203,,6752.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.551,1162.607,,18909.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1992,MDA,4494901,24417024000.000,,,,,,,,,,,,,,,,,,314.962,1.416,,,,,,,,13853.316,2.550,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,62.269,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1993,MDA,4493699,23693266944.000,,,,,,,,,,,,,,,,-31.154,-0.441,216.897,0.975,,,,,,-25.496,-15.876,10323.984,1.958,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,46.393,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1994,MDA,4482513,16084185088.000,,,,,,,,,,,,,,,,-37.989,-0.370,134.836,0.604,,,,,,-30.062,-13.947,7238.429,2.017,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,32.446,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1995,MDA,4461238,15569821696.000,,,,,,,,,,,,,,,,-71.171,-0.430,39.057,0.174,,,,,,2.298,0.746,7440.083,2.132,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,33.192,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1996,MDA,4430199,14391438336.000,,,,,,,,,,,,,,,,-7.221,-0.013,36.491,0.162,,,,,,14.342,4.760,8566.718,2.637,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,37.952,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1997,MDA,4393794,14366543872.000,,,,,,,,,,,,,,,,27.006,0.044,46.729,0.205,,,,,,9.984,3.789,9500.102,2.905,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,41.741,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1998,MDA,4353535,13191435264.000,,,,,,,,,,,,,,,,-83.333,-0.171,7.860,0.034,,,,,,-6.980,-2.913,8918.751,2.943,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,38.828,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1999,MDA,4303942,12519938048.000,,,,,,,,,,,,,,,,-100.000,-0.034,0.000,0.000,,,,,,-18.329,-7.117,7367.943,2.533,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,31.711,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2000,MDA,4251571,12554040320.000,,,,,0.000,0.000,0.000,,632.768,,,,,667.988,2.840,,0.000,0.000,0.000,53.484,,7.110,5.310,,3.907,1.239,7750.128,2.625,,,1157.219,4.920,,,92.655,,,,,489.231,2.080,,,0.000,0.000,0.000,39.171,,3.360,,,,91.731,0.390,,7.345,,,,,91.731,0.390,,7.345,,1.800,25.316,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1248.950,32.950,,,,91.731,0.390,,7.345,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2001,MDA,4200500,13087727616.000,,,,,0.000,0.000,0.000,,638.298,,,,,726.104,3.050,,0.000,0.000,0.000,54.078,,7.140,5.640,,-2.174,-0.716,7673.852,2.463,,,1256.993,5.280,,,93.617,,,,,530.889,2.230,,,0.000,0.000,0.000,39.539,,3.600,,,,85.704,0.360,,6.383,,,,,85.704,0.360,,6.383,,1.500,21.008,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1342.697,32.234,,,,85.704,0.360,,6.383,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2002,MDA,4147644,13857802240.000,,,,,0.000,0.000,0.000,,641.248,,,,,754.645,3.130,,0.000,0.000,0.000,54.246,,8.010,5.770,,10.127,3.264,8558.681,2.562,,,1306.766,5.420,,,93.934,,,,,552.121,2.290,,,0.000,0.000,0.000,39.688,,3.700,,,,84.385,0.350,,6.066,,,,,84.385,0.350,,6.066,,2.240,27.965,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1391.151,35.498,,,,84.385,0.350,,6.066,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2003,MDA,4093984,14513543168.000,,,,,0.000,0.000,0.000,,642.017,,,,,788.963,3.230,,0.000,0.000,0.000,54.286,,9.400,5.950,,11.058,3.925,9629.671,2.716,,,1365.418,5.590,,,93.950,,,,,576.456,2.360,,,0.000,0.000,0.000,39.664,,3.820,,,,87.934,0.360,,6.050,,,,,87.934,0.360,,6.050,,3.450,36.702,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1453.352,39.424,,,,87.934,0.360,,6.050,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2004,MDA,4046998,15302827008.000,,,,,0.000,0.000,0.000,,641.379,,,,,778.355,3.150,,0.000,0.000,0.000,54.310,,8.740,5.800,,-6.640,-2.618,9094.614,2.405,,,1346.677,5.450,,,93.966,,,,,568.323,2.300,,,0.000,0.000,0.000,39.655,,3.720,,,,86.484,0.350,,6.034,,,,,86.484,0.350,,6.034,,2.940,33.638,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1433.161,36.806,,,,86.484,0.350,,6.034,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2005,MDA,4001380,16157469696.000,,,,,0.000,0.000,0.000,,641.541,,,,,809.721,3.240,,0.000,0.000,0.000,54.271,,9.110,5.970,,9.469,3.485,10069.241,2.494,,,1402.016,5.610,,,93.970,,,,,592.296,2.370,,,0.000,0.000,0.000,39.698,,3.830,,,,89.969,0.360,,6.030,,,,,89.969,0.360,,6.030,,3.140,34.468,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1491.985,40.291,,,,89.969,0.360,,6.030,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2006,MDA,3942748,16628243456.000,,,,,0.000,0.000,0.000,,641.447,,,,,836.980,3.300,,0.000,0.000,0.000,54.276,,9.590,6.080,,5.828,2.348,10814.542,2.564,,,1448.229,5.710,,,93.914,,,,,611.249,2.410,,,0.542,137.542,0.542,39.638,,3.900,,,,93.843,0.370,,6.086,,,,,93.843,0.370,,6.086,,3.510,36.601,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1542.072,42.639,,,,93.843,0.370,,6.086,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2007,MDA,3876847,16819761152.000,,,,,0.000,0.000,0.000,,642.857,,,,,822.834,3.190,,0.000,0.000,0.000,54.252,,8.810,5.880,,-12.982,-5.535,9570.557,2.206,,,1426.417,5.530,,,94.048,,,,,603.583,2.340,,-100.000,-0.542,0.000,0.000,39.796,,3.780,,,,90.280,0.350,,5.952,,,,,90.280,0.350,,5.952,,2.930,33.258,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1516.696,37.104,,,,90.280,0.350,,5.952,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2008,MDA,3812420,17815152640.000,,,,,0.000,0.000,0.000,,640.599,,,,,852.477,3.250,,0.000,0.000,0.000,54.077,,8.970,6.010,,3.290,1.221,10052.481,2.151,,,1476.752,5.630,,,93.677,,,,,624.275,2.380,,,0.000,0.000,0.000,39.601,,3.850,,,,99.674,0.380,,6.323,,,,,99.674,0.380,,6.323,,2.960,32.999,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1576.427,38.324,,,,99.674,0.380,,6.323,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2009,MDA,3749496,16449232896.000,,,,,0.000,0.000,0.000,,642.973,,,,,898.787,3.370,,0.000,0.000,0.000,54.443,,7.650,6.190,,-9.883,-3.788,9210.980,2.100,,,1557.543,5.840,,,94.346,,,,,658.755,2.470,,,0.000,0.000,0.000,39.903,,3.980,,,,93.346,0.350,,5.654,,,,,93.346,0.350,,5.654,,1.460,19.085,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1650.889,34.537,,,,93.346,0.350,,5.654,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2010,MDA,3678186,17302214656.000,,,,,0.000,0.000,0.000,,638.298,,,,,897.181,3.300,,0.000,0.000,0.000,54.010,,7.570,6.110,,-1.085,-0.375,9287.713,1.974,,,1552.396,5.710,,,93.453,,,,,655.214,2.410,,,0.000,0.000,0.000,39.444,,3.900,,,,108.749,0.400,,6.547,,,,,108.749,0.400,,6.547,,1.460,19.287,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1661.145,34.162,,,,108.749,0.400,,6.547,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2011,MDA,3595135,18154272768.000,,,,,0.000,0.000,0.000,,640.760,,,,,873.403,3.140,,0.000,0.000,0.000,54.231,,6.460,5.790,,-3.106,-1.061,9207.143,1.823,,,1513.156,5.440,,,93.955,,,,,639.753,2.300,,,0.000,0.000,0.000,39.724,,3.710,,,,97.354,0.350,,6.045,,,,,97.354,0.350,,6.045,,0.670,10.372,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1610.510,33.101,,,,97.354,0.350,,6.045,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2012,MDA,3507197,18018830336.000,,,,,0.000,0.000,0.000,,651.724,,,,,909.558,3.190,,0.000,0.000,0.000,55.000,,6.650,5.800,,36.758,12.167,12907.230,2.512,,,1576.758,5.530,,,95.345,,,,,667.199,2.340,,,0.000,0.000,0.000,40.345,,3.780,,,,76.985,0.270,,4.655,,,,,76.985,0.270,,4.655,,0.850,12.782,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1653.742,45.268,,,,76.985,0.270,,4.655,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2013,MDA,3416532,19713341440.000,,,,,0.000,0.000,0.000,,635.556,,,,,708.321,2.420,,0.000,0.000,0.000,53.778,,5.960,4.500,,-1.618,-0.733,13035.350,2.259,,,1226.390,4.190,,,93.111,,,,,518.069,1.770,,,0.000,0.000,0.000,39.333,,2.860,,,,90.735,0.310,,6.889,,,,,90.735,0.310,,6.889,,1.460,24.497,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1317.125,44.536,,,,90.735,0.310,,6.889,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2014,MDA,3338338,20658520064.000,,,,,2.996,0.010,0.186,,640.074,,,,,874.687,2.920,,0.000,0.000,0.000,54.174,,6.120,5.390,,-4.351,-1.938,12760.212,2.062,,,1515.724,5.060,,,93.878,,,,,641.038,2.140,,,0.000,0.000,0.000,39.703,,3.450,,,,95.856,0.320,,5.937,,,,,98.852,0.330,,6.122,,0.730,11.928,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.010,0.000,,,2.996,0.000,,0.186,0.000,,1614.576,42.598,,,,98.852,0.330,,6.122,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2015,MDA,3277390,20576700416.000,,,,,3.051,0.010,0.166,,652.318,,,,,1016.052,3.330,,0.000,0.000,0.000,55.132,,6.060,6.040,,-10.618,-4.523,11617.373,1.850,,,1760.547,5.770,,,95.530,,,,,744.495,2.440,,,0.000,0.000,0.000,40.397,,3.940,,,,79.331,0.260,,4.305,,,,,82.383,0.270,,4.470,,0.020,0.330,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.010,0.000,,,3.051,0.000,,0.166,0.000,,1842.930,38.075,,,,82.383,0.270,,4.470,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2016,MDA,3225125,21399023616.000,,,,,3.101,0.010,0.171,,654.701,,,,,1004.612,3.240,,0.000,0.000,0.000,55.385,,5.850,5.850,,-0.063,-0.024,11798.200,1.778,,,1739.468,5.610,,,95.897,,,,,734.855,2.370,,,0.103,31.831,0.103,40.513,,3.830,,,,71.315,0.230,,3.932,,,,,74.416,0.240,,4.103,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,,0.010,0.000,,,3.101,0.000,,0.171,0.000,,1813.883,38.051,,,,74.416,0.240,,4.103,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Moldova,2017,MDA,3180515,22402852864.000,,,,,3.144,0.010,0.202,,643.145,,,,,845.775,2.690,,,,,54.234,,6.090,4.960,,1.677,0.638,12164.262,1.727,,,1465.171,4.660,,,93.952,,,,,619.397,1.970,,,,,,39.718,,3.190,,,,88.036,0.280,,5.645,,,,,94.324,0.300,,6.048,,1.130,18.555,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.144,0.000,,0.202,0.000,,1559.496,38.689,,,,94.324,0.300,,6.048,,,,,0.000,0.000,,0.000,,,,,3.144,0.010,,0.202,
Moldova,2018,MDA,3141839,23299414016.000,,,,,3.183,0.010,0.186,,643.123,,,,,932.575,2.930,,,,,54.461,,6.340,5.380,,6.623,2.562,13129.505,1.770,,,1616.887,5.080,,,94.424,,,,,684.313,2.150,,,,,,39.963,,3.460,,,,85.937,0.270,,5.019,,,,,95.485,0.300,,5.576,,0.960,15.142,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.183,0.000,,0.186,0.000,,1712.373,41.251,,,,95.485,0.300,,5.576,,,,,0.000,0.000,,0.000,,,,,6.366,0.020,,0.372,
Moldova,2019,MDA,3109496,,,,,,3.216,0.010,0.176,,641.476,,,,,990.514,3.080,,,,,54.130,,6.330,5.690,,1.680,0.693,13488.875,,,,1717.320,5.340,,,93.849,,,,,726.806,2.260,,,,,,39.719,,3.650,,,,96.479,0.300,,5.272,,,,,112.558,0.350,,6.151,,0.640,10.111,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.216,0.000,,0.176,0.000,,1829.879,41.944,,,,112.558,0.350,,6.151,,,,,0.000,0.000,,0.000,,,,,12.864,0.040,,0.703,
Moldova,2020,MDA,3084848,,,,,,3.242,0.010,0.162,,644.013,,,,,1092.436,3.370,,,,,54.531,,6.350,6.180,,-3.868,-1.622,13070.765,,,,1893.124,5.840,,,94.498,,,,,800.688,2.470,,,,,,39.968,,3.980,,,,90.766,0.280,,4.531,,,,,110.216,0.340,,5.502,,0.170,2.677,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.242,0.000,,0.162,0.000,,2003.340,40.321,,,,110.216,0.340,,5.502,,,,,0.000,0.000,,0.000,,,,,16.208,0.050,,0.809,
Moldova,2021,MDA,3061509,,,,,,3.266,0.010,0.150,,638.138,,,,,1175.891,3.600,,,,,54.054,,10.090,6.660,,21.533,8.682,16006.373,,,,2038.211,6.240,,,93.694,,,,,862.320,2.640,,,,,,39.640,,4.250,,,,104.524,0.320,,4.805,,,,,137.187,0.420,,6.306,,3.430,33.994,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.266,0.000,,0.150,0.000,,2175.398,49.004,,,,137.187,0.420,,6.306,,,,,3.266,0.010,,0.150,,,,,26.131,0.080,,1.201,
Moldova,2022,MDA,3272993,,,,,,3.055,0.010,0.186,,678.439,,,,,1099.911,3.600,,,,,66.914,,9.590,5.380,,,,,,,,1530.709,5.010,,,93.123,,,,,430.798,1.410,,,,,,26.208,,3.650,,,,82.493,0.270,,5.019,,,,,113.046,0.370,,6.877,,4.210,43.900,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,,,,,0.000,,,0.010,0.000,,,3.055,0.000,,0.186,0.000,,1643.755,,,,,113.046,0.370,,6.877,,,,,3.055,0.010,,0.186,,,,,24.442,0.080,,1.487,
Mongolia,1900,MNG,696737,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,1901,MNG,698562,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
